index,Tweet,tag
562,Bhaijan main aapka baut bada fan ho i love u bhaijan jabtak bhaijan he taptak main ho,1
563,Salman g meri asiqi sirf tumse hai,1
564,Kya kah diya sallu bhaijaan,1
565,Asslamu alyekum bhai ek bar jwab jarur do bhai,0
566,Salman bhai sirf sohrat kamane se kuch hoga. thoda bahut khuda ko bhi yaad kiya karo.mahe ramjaan bada hi pak aur touba karne vala mahina.plz ibadat bhaijaan,-1
567,Salmaan bhai maine hay kaha tumne javab nhi diya,-1
568,sarukh or amir khan bhi apke samne fel; he,1
569,Mortath kafir hy tu salman kanjr,-1
570,Kafir hy tu salman knjr marwasy k btty,-1
571,salman sir aap london kab aao gaye plz aik baar ajoa i want to meet u once in life u are cororo mein aik sir,1
572,Salman ek baar jawab to do yaar,0
573,salman aap to hmare jaise ho eek baar kuch bolo,0
574,salman khan ji you looking owsm i love you salman me bta nhi skti ki me apki kitni bri fan hu ....,1
575,salman khan nice,1
576,Abhi saheri Ka waqt bhi khatam nhi hua aur azaan hona bhi baaki hai,0
577,Kya karu samaj nhi aara bhot neend aari hai par namaaz is very important s,0
578,Namaaz padk dua karte ho k nhi,0
579,K bas subha subha uthe aur kasrat karna chaalu,1
580,Raat mai late soie thi uYe Abba haina raat late aaey,0
581,Mare favroute sallu vi...,1
582,assalamualikum jumma mubarak,1
583,Salman khan sir tayyar ha aaj ke party ke liye,1
584,jiske pas ilm he wo sabse amir he,1
585,Anjana Dhamodharan hi suweet hart buhat achi lag rahi h0,1
586,h0w are y0u my freind kese h0.,0
587,Real hero sallu bhai ^_^,1
588,Bhai mujhe bhi kardo nominate plz,1
589,bhai duva me yad.mahi,1
590,Bhai app bollywood king hokar apne app ko bajrangi bhaijan kya late ho Eid me a sob ko aacha nahi laga bohut sms araha ha is move ko mat dikho appne majhab ko chota kara ha kay a chsch ha?,-1
591,Bhai kya app ka mobile number muje milega a mera mobile number 9662821362,0
592,bhai kya hal hai,0
593,Swachchh bharat aviyaan ke liye danyabaad....,1
594,Ramzan ka mahina dil khol kar Ibadat karo,1
595,bhai lv u......aapne zindgi me ek baar milna h...plz bhai kbhi ye msg pdho to.....plz mujhe ek call krke.... meri life khushiyon se bhar dena...,1
596,Ap shdi kr loooo,0
597,Ap salman ich hai,0
598,salam vai jan,0
599,u welakam saluu,0
600,Kiya meri ap se bat ho sakti hai kisi wkt fb par,0
601,Mr. KHAN maine aap ki sari baatein suni aur use follow bhi kiya. Trust me.,1
602,Okk boss apka hukum ser ankho ma:),0
603,aap mere liye rkhe na naam2,0
604,apun kapda khole apna body dekh ke ldkiya kpda phna istrt kr degi colr tak usi ko sikahne ke li apna kpda kholenge,1
605,Bhai bajrangi bhaijan to samjho ki HIT HAI,1
606,Jane kab Meri neend gai,0
607,Chalo zayada smile karne Ki zarurat nhi hai,0
608,Bby i love you hmasha milungi yhe mrta dam tak kbhi to rply doga,1
609,salman i luv u alot n i wanna meet uh...plzz mjhse milo ya chat kro mjhse plzzzz i luv u ummaahhh,1
610,sir plz london aajoa plz,0
611,dhasu lag rahe ho salman bro miss you...........,1
612,Kiya bhai jaan,0
613,Agar aap na media mein ya kha hoga ki musalmano ki bigar bajrangi bhaijaaan hit karunga then u are a foll,-1
614,Kya be salman bhadve,-1
615,"Jumma mubarak bhaijaan... Kbhi hume b ghar eid pe bulao... Jst joking... God alwz bless u, allah ki rehmat rahe, ganeh ji ka hath sada apke sir pe rahe, vaeguruji k shatrachaya me aage badhte jao, all gods wid u alwz....",1
616,Kar lo bhai sadi acha moka h,0
617,Salman khan criminal.,-1
618,what loook bhai jaan,1
619,Kiya huwa bewde muhe kiyo latka ke behtha hai,-1
620,mai salman ka frnd,1
621,Salman bhai boleto rock star,1
622,Ek ch bhai salman bhai,1
623,Bajrangi Bhai hamse bhi guftgu kar liya karo........,1
624,Han raakhi bhi tum sab hi bandhana ...Gazzab ladkiyan hain yaar!!!,1
625,i love u toooo sooooo mache salman khan,1
626,hy sir me apka bahut bada fen hoo,1
627,Hamein kaash tumse muhabbat na hoti :(,1
628,my salman khan,1
629,Nice pic kaise lagte ho aap itne handsome,1
630,Bhai jaan tho bhai jaan he rahage koi aur unke copy nahi ker sakhta yaro yes or no,1
631,Hallo ji kya hall hia me Ramu kuma,0
632,sir aap kuch dhyan nahi dete pLz plz plz,0
633,aaj ki party meri taraf se nice song bhaijaan,1
634,Good night sir.....capil comedy..me aaye mamko bahut achha laga...Good.night.sahb g....,1
635,Masti he mohl me chahi khumari he saarey thak ke beth gye per apni party jaari he @@FEELING HAPPY WITH THE SALMAAN@@ COMING SOON BAJRANGI BHAIJAN ON THIS @EID@@,1
636,"bhai kabhi to apne pas bhi to dekho , khudko bhul jaoge he he",1
637,mast ha salman khan sir songs,1
638,Muslim ka nam mat kharab karna salman bhai chahe kuch bhi karo koi tention nahi,-1
639,sallu bhai <3,1
640,Hiiii.... Bhaijaan kaiae hai aap...aap ki pic bahut achhi lag rahi hai,1
641,Main aapka bahut bada fan hu,1
642,luv u salman khan,1
643,bhai aap ki bhaijaan movi bhi 200 cr karegi,1
644,Eid mubarak songs bajrangi bhaijaan me hona chaiye,1
645,Looking katilana andaaz,1
646,Salu bhai dabangg 3 kab release kar rahe ho,1
647,Salman khan ke pe sari duniya marti h ehi 1,1
648,Sallo bhai roze kase hy,0
649,Tu muslman nahi h kiyo ki tu mandir jata h tu kadiyani h salman,-1
650,dashing salman khan ..,1
651,App ko ramzan ka mahina mobarrak ho....or app ho allah tala or tarraki de....,1
652,Indian's star salmankhan,1
653,agr tom na hoty to bollywood ka maza bi na hota haha,1
654,Meri zindingi aapko lag jaye bhaijaan yeh dua hai meri,1
655,Abe salman agar tere me itna hi dum h to IED me film mat release kiya kar fir dekhte. Dekhte h kaise hit hoti h Teri film.,-1
656,Salman Bhai yeh bajrangi bhaijan pe comment aa rhe hai is movie ko nhee dekhna,-1
657,Saale salman tu musalman ke khilaf hokar bohot niche girega,-1
658,Salman bhai masha allah aap ek achchhe act ho ek achchhe insan ho kya aap ek achchhe muslman ho,1
659,"Salman always kind heartnt cmpairjo log muslman ,hindu kr rhe hun logo ki nichi soch pe mje gheenn aati h yr",1
660,Salman bai ap kese hen ma b ap ka fen hun,1
661,Apne naam se khan hatalo,-1
662,Aapse baat karna chahta hu bhai .bahut badi problem mae hu.aapki help chahta hu,0
663,bhai jan ekdam kadak,1
664,Nice bhai WHATSAAP number 03101419966 palz,1
665,Salman khan ki jai ho,1
666,Nice pic abdul rashid saleem (salman khan),1
667,BHAI. BHAI... nice pic,1
668,Sir aap humanbieng chalate hai aap paise dete kab tak jab tak aap hai.mai apko aisa rasta bataunga sab karodpati ban jayege.,0
669,Bhai apky chryti so me allho pyyr keep pas he apmuslim hokr galt kr rhy ho khuda hafij,-1
670,salman ji aapse apni life me ek baar jaru milna chate hai..... aapse baat karna chate hai..... jo aap logo ki help karte ho uske liye thank yu so much....... aapko meri bhi umar lag jaye,1
671,Tere naam ke ladke diban h pata nahi,1
672,sirji...pls visit to Kanpur oncem...plssss.,1
673,Salman realy good yar,1
674,Bahi ke zalak sab sa aalag..... Ma to superman salman ka fan....,1
675,Insan jab tarki karleta hai to wo apne mazhab KO bul jata .hai jab thokar lagti hai use to use apni galti ka ahsas hone lagta hai .....koch aisy hai salman ki khani mery Kuban I.......,-1
676,Beta salman khbis tera film falop hoga beeee suar,-1
677,plz cal sallu bhai bangladesh big fan me plz cal +8801719447771 jai ho,1
678,Salaman to harami he......tu musalman hoke kafir ban gaya he....sale kutte...samne to aa jaan se maar du tuje....,-1
679,Abi tak jag rhe ho sab log?,0
680,Love u jend actor wo jo har lock mein sweet beautiful guineas hot sohran lagey osy khtey hain.,1
681,Aaj tak par news sache hai plss reply ......Ansar,0
682,bulawa ho na ho ham yayege or entjar ke liye chale jaye ge,0
683,Thu thu thu kuttey...,-1
684,Salman khan dest actar bollywood,1
685,Handsom to hai mera bhai bhai he mera,1
686,Hi bhai aap kaise ho bhai aap ka fan h,1
687,Dost apki har ada achi lagti h,1
688,salman bhai look to bahut achcha hi bhi,1
689,very very very very very very very very very very very very very very very very niceeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee and i loveeeeeeeeeeeeeeeeeeeeeeeeee uuuuuuuuuuuuuuuuuuuuuu bhai jaan,1
690,swgat nahi karo ge hamara,1
691,Idoit...salman aap muslim hai...Aisa faission show kyon karwaya..allah likkar,-1
692,Ap ne kya kia h Jo log itne bure coments de rhe han.mje ni pta.kya ap btae ge?,-1
693,salman khan rock's ss,1
694,Merit Maya ka oppreation hai app ki madaat melaga,1
695,Bahot accha hai,1
696,Nice pic salman bhai aapne to sab ko diwana bana rakha hai,1
697,sab ka Bhai meri Jan Salman khan,1
698,Bhaiya main aapka bahut bada fan hu,1
699,mast hai bahi,1
700,Hye meri cutey,1
701,ara bhai jaan hum bhi to aap ke bhai hai chote bhai jaan...,1
702,Sale ne muslmano ko chalenge kiya ki tumhare bina hit karunga,-1
703,Salman murda bad,-1
704,Ye to hogi super supar hit dum hai to KOI TO ROOK LO,1
705,Yeh ki yeh namard hai,-1
706,ku salman ka naam bina use kare kam nhi hota kya bhai logo,1
707,Kute ka bacha hai,-1
708,jo dusaro ko ganda bolte hai woh khud wahi hote hai,-1
709,Kay kahna chah rahi ho,0
710,Bhadra hai sala,-1
711,"job chahiye hm kuchh ldke jobless h, or hone wale h pdhe b km h bt work krna jante h",-1
712,bhai ur evergreen,1
713,plz aap mere frnd baniye,1
714,Sir Mera sapna hai ki mai aapse milu salman sir ek baar.pls Nagpur Me.,1
715,Bajrangi bhaijaan ek no.,1
716,Akbarudin ovasi ek Sacha Muslim he or tu sale Musalmano ke naam pe kalank he sale suvar jese saqal Vale,-1
717,salman khan fans is gaandu,-1
718,Budha hai salman khan,-1
719,De tera aur salman ka character hi waisa hai chip,-1
720,Salmon bhai mai Apki boooooohat bari fan hn.,1
721,apne aap ko kya samjhte ho mushalman ko challage dete ho ab dekho hum mushlman bhi kuch kam nai he,-1
722,Agar mushalman ko challange de rahe ho to bro movi m bhar de jholi wali kavali kyo aad ki ?????????,-1
723,woh ganna sab mere liye banna rahi hai mai suune gi,0
724,Gr8....I love salman.....challenge bhi good or challenge dene vala bhi good........,1
725,salman khan bet hiro mai yuske sath pkchr me ka krna chta hu,0
726,bhai tum shahi ho,1
727,Nazar na lage,1
728,bhai apko nahi lagta ki kareena ne bhot zyada make up kr liya hai movie mein.. #Salmankhan,1
729,Mujhe shadi karni salman apse plzzzzzzzzzzzzzzzz marry me,1
730,Bhaijaan Allah ki ibadt aap bani h bani rhe bani rhegi bajrangi bhaijaan jrur hit hogi,1
731,musalman ho k... apne log ki baja rha h... ise flop kr do bhadwe ko...,-1
732,Koi frnshp kre ga?,0
733,Bhai apks bazrangi bhaijan movi song verey nice,1
734,Harami kutta sala lanat ho tujpar,-1
735,Teri film flop hogi dekh tu ab salman khan,-1
736,hi sallu bhai <3,1
737,Iska film mat dekhna dosto,-1
738,Chlo new frndz bnate hn,0
739,Yo yo ka song hona chaiye tha,0
740,Hallo salman sir,0
741,hello 22 jaan,0
742,Salman bhai ab to ap shadi kr lain...,0
743,bhai salman bhai,0
744,as salamolay kum vai jan,1
745,teri aukat kya hai khabbis jo ham musalmano ko nich bolta hai,-1
746,salman bhai aslamolikum ...,0
747,Vani ap salok se raho muj ko jo b bura kahe ga allah pak deketa hai,-1
748,Salman khan sir suna ha ap PAKISTAN ah rahy ha,0
749,Salman bhai aap ye comments padhte ya reply karte ho ya nahi?,0
750,Chutiya salman.....khan banna hai to pahle shahrukh ban,-1
751,Galt baat ke muslmano kai khilaf ovisey ka sath de na de.....galt q bola...?,-1
752,Duniya me sabse acha kon hai to o sirf hamara veer Q ki o sirf Dil ki sunta hai,1
753,Bhikari eid Ka jkate sedka fitra lene aa rha he,-1
754,Hai salman bhai,0
755,Hi salman ji me apka bahut bada frend hu,1
756,tumhare dil me kuch na kuch khot to hai phone nahi karne ka region samajh me nahi aata aisa kis relationship me hota hai,1
757,Gud morning bhaijaan,1
758,galti tum kar rahe ho aur saja mujhe mil rha hai,-1
759,SALMAN khan KI maaki chit uski maaki chutme modi KA lawda saala harami KI janwaad naaliya kholia KI paidaas uski bahen KI naak me ganpati KA land WO chinaal Randi maadarchod hai,-1
760,Love love love,1
761,Han bro roza to rahkata hun,0
762,Chutiya no 1......jo apne dharam ki nahi ho saka o kisi bhi dharam ka nahi......kehte hai na log k..jo khud ko pyar nahi karta o kisiko bhi pyar nahi karta,-1
763,mai tumhari jitni achhi nahi dikhti par tumse bhot achhi hun tumhari trah jhutte pyar ka natak nahi karti,-1
764,na tum mujhse pyar karte the aur na hi ab karte ho sadi to karna hi nahi chahte isliye na phone karte ho aur na hi milte ho jhute makkar dhokhebaj ho tum,-1
765,bb me jo kuch kie kahe sab bhul gae natak tha na sab camera ke liye kie the na,-1
766,"Vidya gupta pagal ho gai h kay,.,,.,.",0
767,Mujay is baat ka fakhar hai kay ap muslman hai.,1
768,Hi Salman sir love u piz ek bar muje se bat Karo na sir piz piz piz,1
769,hi bhai aap ki film super ho jaye bajrangi bhai jaan,1
770,Naice naice naice....,1
771,jo ganda log hai woh ganda hi rahega according to pychology u cant change anyones behavior woh act karege par change nhi hote !,-1
772,tum se pyaar <3<3<3,1
773,Salman vai pls apne dare rakey..vai app ko boss boss lage ga..,0
774,Oye tu kyu badi badi baate karra hi...... Pagal ho kya...,-1
775,Assalamu Alaikum Salman KhanHum aapke fans chaahte hai ki aap ek baar haj ya umra karke aaye . Inshaa Allah aapki life ki mushkile aasaan hojaaye . Aameen.,1
776,Salman g agar ye msg dekh rahe hoto reply karo plz,0
777,Pata nehi ap msg dekh rahe ho ya nehi,0
778,"Par me salman g se itna pyar karti hu k ye page to unka hai,isi liye jyada comment me karti hu,taki unhe pata chale k me unki kitni bari diwani hu",1
779,Love u salmaan khan ji love u so much mithuuuuu...mmuuaahh,1
780,tum kis mitti se bane ho koi tumhare sath 3.5 se bat kar rha hai 3.5 sal se ek hi chij se ek hi bat kah rahi hai tumhe koi phark nahi padta,-1
781,sare aade tede mere hi kimat me likha hai upar wale ne chun chun ke lga tha tum to sayad sahi hoge lekin nahi,-1
782,woh twitter pe painting tu kia acha tha,1
783,Kutta hai to na to muslim na to hindu,-1
784,Nhi nhi thanks nhi 3 logo ko aur bta dena,0
785,but Salman bhai aap shadi q nahi karna chahte,0
786,Girna samal nai lage,0
787,Koun bolhata hai Saadi nahi hogi ..meri aur Salman ki saadi hogi 2016 ..October ..first week :) :),1
788,jaan meko bol tuje koi pareshani mai apne bhagwan ko chahta hai jawab de,0
789,mar jaye woh log jo mujse jalte hai mere bharmini hone se jalte hai unka wenaash ho jaye,-1
790,Salman handsome king,1
791,meri baat par kisi bhi hamazade ko koi bhi doubt ho shock se aye mere village,-1
792,salman fans addme <3,0
793,jo mujhe req bhejenga mai usse apna nr dungi promise,0
794,Salmaan khan bollywood rss or bjp ka naya kutta,-1
795,sidhi vinayak ganesh ji ki jai hoooooo,1
796,Kutta harami madar chod bighrat salman to agar mje mil jai teri maa bhin ek kardonga,-1
797,Salman khan g kasy ho ap eid par jo movie ha wo tek ha par name tek ney ha mara msg dak lana g ok,0
798,Muskurane ki waja tum ho,1
799,Hay sallumeya eid mubark ho,1
800,Salman meri family boht sharif he hm apni bf k sath ayashi waste apne maa baap ki izet khak me nai mila sekte,0
801,salmaan khan tumhare naam k pichey khan accha nahi lagtahai hata de muslaman ke naam ko jo itna hi bura kagta hai islamic dharm to abhi chod de zarurat nahi hai tumhari islaam ko,-1
802,bb ki liye toh maine already bol rakha hai abi se,0
803,meri bas ek dua hai ek bar mujhe milna hai apne bhaijan se,0
804,kal lakshmi mata ki aarti hogi subha ke waqt namaste jii,1
805,jo jo gali diya hai sabko sunna hoga ab,-1
806,ami salman ke valobasi...i love u SALMAN,1
807,No.diziye whatsupp ka photo bej dete hai,0
808,aap mere gao ki kahani p ek film bana do...,0
809,Ek baat btao,0
810,ALLAH aap ko har taraf se kameyabi de,1
811,Helo salman bhai jaan.,1
812,Salman Bai Agar ap ya Coments par ra han to plz ans b dan ap kasy han Aur rozay kasy guzar raha han.,0
813,Hi salman i'm sameer baloch in balochistan i'm biggggg fan of you,1
814,bahut ganda msg tha,-1
815,bajrangi veer putra dal de,1
816,loveu tooooo ur vey handsam,1
817,ye sab kuch nahi hai exal aur coral me bhot sare formula and short cut hai wo yad rakhna padta hai,0
818,swal kai hai jwab kab doge,0
819,Etni lambi speech sa kuch mi hotta sirf 2 word khna or unka suna sa frk atta h ........ sekho i love you sallu??,1
820,sabse bada fan hu salman bhai aap ka,1
821,Rfta rfta dakho akh mari kadi h akh jisa lgi mera samna vo khda h i love you salman ji???????????,1
822,bas bhai 24-25 ke lag rahe aap to .,1
823,hello sir kaise ho plz reply tou de dou aaj plz sir,0
824,sir orissa pe kavi aao na.plz...,0
825,Jaldi btao bhai jaan,0
826,bhaijan kolkata ka har log ready.....up ekbar kolkatame aajao,0
827,Aslma alikum bhai jaan,1
828,ye sabka record todne wali he,1
829,Bollywood king my bro salman khan,1
830,Bajrangi bhaijaan sab record todegi salman bhai jiii,1
831,Salman aapse milne ke liye Hume kya kare,1
832,Bhai jaan apse ek request tha.... ek baar apki koi dance functions me dance karne ka moka dete toh.... ye jindegi ki sabse bada dream pura ho jata,1
833,lov u sallu bhai,1
834,Ramzan me sabki madad karte ho aap isiliye vo aaye the,1
835,"350 cr kamati ab,",0
836,"tayyar ho gaye kab se,ab jaldi aao!",0
837,salman ji hm jarur dekhenge aaj aapka teaser and 17th july in cinema Bajrangi Bhaijaan...love you salman ji.,1
838,Han bhai aaj raat party to bnti h,0
839,kuchh reply to dijiye salmaan bhai.. abhi fauran......,0
840,Ha bhai kab se tyaaar hai Patiy ke liye,0
841,Eid ke bina salman khan ki movie flop..akshay kumar ki movie chahe jab release ho hit hoti hai..,-1
842,Yessss my cuteee salman,1
843,Salman Bhai aap cinta mat karo apki movie ham hit kare ge,1
844,bhai plzzzzz apni movie 27 ramzan ko release na kiya kro. its my request q k ramzan ki 27 v rat(holy night) ko shbe kadr hoti he. sare muslman ibadat krty he. ap b muslim ho na. #beingsalmankhan #bbthiseid #aajkiparty #bajrangibhaijan,0
845,iftar party mere taraf se aajao,0
846,Aap log bahot amir he aapke liye party karna aam baat he par un logo ka kya Jo aapna ilaj bhi nahi karva sakhte jese ke meri friend use apki help chahiye aor aap party kar rahe he aap uski khuch madad karde pliz,0
847,eid baad hogi bhai party to wo bhi bajrangi bhaizan movie ke saath sbhi no tv no movie,1
848,are salman sir agar mere coment ko padhma to plzzz ek bar reply karna,0
849,kya yar kuch muslim bhai salman bhai se q naraz ho rahe ho salman bhai acha insan he,1
850,Pehle roze to rkh le fir eid manana...,0
851,Bilkul kab se net pe search kar rahe he aapke gaano k liye bajrangi bhaijaan. ..,0
852,Kyu nahi ap eid per ap bolaye or hum na aye hum jaror aye g,0
853,Kaum ke gaddaro ke sath parti nahi krte hum,-1
854,Salman ki diwaniya muj se ek baar chat krlo plzz......,0
855,Sory main nhe aasg t main pakistan main ho???,0
856,Movie flop ham sab ke tarfse aap ko bhai mmubarak,-1
857,Mjh say bat karo na sweeeto 1 ber bus 1 ber,0
858,Yunki party k liye to hum ready hain par kya karen nahi aa sakte kyonki invitation sirf bhaiyo aur behno k liye hai.........,0
859,no way...pura ek mahina ramzan ki ibadat k baad eid mey aisi movie kon dekhega jaha hanuman chalisa padhaa ja raha ho....,0
860,Râ€žj'Å’v Vâ€¹Vâ€ â€˜Â¤ Ready ho bhai aaj ki party ke liye,0
861,Main to nahi ye movie dekhuga Salman ki har ek movie dekhi but ye nahi dekhuga,-1
862,koi bhi larki fedda ho jaiga app ka upar dekhna app,0
863,ye vi bolne ki baat h ap bulayen aur hum na ayee #bhaiyjan,0
864,Big brother party de or ye chota bhai party me nhi aae aase ho skta hai kya kbhi #Salu bhai(bajrangi bhaijan),0
865,Bhai hamara naseeb kha hum aapke sath party kar sake,0
866,nar ja kutte,-1
867,Ap riyel salmankan hai to sun no ke pahele ye socho ke msalman hai ke nahi hai to akhirat ki fika kar,0
868,Lovly sallu bhaijine,1
869,bhai iftaar farty hai kya?,0
870,Kis khushi me tyar hojae bhai shadi ki party dere ho,0
871,yrr ap bhi kiss ke movie dekhne jaoge jab is ne he bol diya ki mere movies musalmano ke bina bhi chalte hn,0
872,aaj ki party bhai k taraf se,0
873,kiski party bewakoof badtameez,-1
874,Salman ab hindu bangya he bhayoo koi movie dhkhne nhi jaaye,-1
875,ek dum tayyar,1
876,bhaio ye khabar afwah he Muslims ko challenge karne wale,0
877,Super duper flop...inshallah nich hai Salman Khan tu..?,-1
878,Hm toh taiyar bs apke tasrif rakhne ki deri h.,0
879,Tum.sala.hindu.,-1
880,is kutte ki filam dekhne koi bhi schha muslim nhi jayega,-1
881,Haaa bhai hoooo gyi party aaj ki,0
882,Aaja bhan k loda apna baap sa baat kr tare maa ka maru bhoxda sala cutta,-1
883,Ma teyar houn jnb,0
884,Teri party tere baab ko de na layak,-1
885,Tanik kaisen ho,0
886,Mere kuch samaj mai nhi aara m kya kari hoon,0
887,"Khan bole tho salman khan, dil tadap ra bhaijaan ke liye",1
888,Bhai apne bola air Maine comment maar dia...Eid Mubarak ho,0
889,Uski party kisey hona bhai,0
890,Pak mei KB hogi party with salman:(,0
891,Salman bhai es songs ko movie me bhi dalo plz,0
892,salman is me dono hi maire favourite hai hanuman ji or salman ap ye movie hit nhi super hit hogi,1
893,Kise khushi main party de hai aap ne apne kaha tha aap sare comment padhte ho to ek reply to banta hai,0
894,Ha bhai party kaha h kon si jagha per kiya timing h party ki or kon kon aa raha h party me,0
895,Bhai song utna acha ni tha jitna socha tha but nyc song,0
896,Sala kutta tera movi kon dekhe ga harami,-1
897,Salman bhai ji ko Namastey Salaam.ye Eid apki superhit ho.jai bajrangbali.,1
898,very very very very very nice,1
899,Eid Mubarak bajrangi bhijaan,1
900,lov you salman,1
901,Yes bhai boleto fadu song,1
902,Bhai i'm so sad mje yh song site pe nhe mil rhamai kese sunu yh sng,-1
903,Osm party salman bhai apka gift,1
904,Koi bhi musalman is ki picture nahi dekhna,-1
905,mast h bhai ek no1.,1
906,Ek bAat apki achchi nhi lgI... #Salman_Bhai... mekO pTa h aP bZy h bt vO bAat apKo ptA nhi chl paegi jab tak aP mekO cntct nhi krenge m apni bAat v clear nhi kr paunga,-1
907,ramzaan aur eid bahut bahut Mubarak ho i love u,1
908,ye to janab kehte hai ke bena musalmano ke film hit karwakar dekhai ge,0
909,Ramadan Mubarak salu bhi..,0
910,Lubbbbb uuuu sallllluuuu,1
911,Isski film allah kare flop ho aur age jo bnayega wo sab flop ho aur hogi tujhe kiya pata slman musalman ki dua ki kiya taseer hoti hai,-1
912,"U jahanami ,,,.hate u ,,waqt hai sudhr jao,,,",-1
913,Nice bajrangi bhai. ..,1
914,sab muslim bahi se gujaris h ki duwa karo ki yes ramjaan me yeto h aagle sal ramjaan me ni ho,0
915,allah ke nam ki behurmati ki tune salman,-1
916,Kala dajjal hai salman khan,-1
917,Jai jai bajrang bali sallu bhai ek number,1
918,shandar song hai!,1
919,Allah ap ko apna haveza aman ma rakha,1
920,Bhai ki chalati he isliye achhe accho ki jalti he.........,1
921,i love u salman vai.i always like u vaijan.khuda hamesha apki saath rahega..,1
922,"yes,boss main toh apki film dekne keliye kis tara se behtab ho rahi hu bata nehi sakti <3",1
923,salman ki band baj jani chahiye is baar,-1
924,Yas ye film koy bi math dekho bhajrang bhaijan uter flop hona ye film,-1
925,Oo salman sale ku bohat ghamand ayi musalmaano ku bola ki musalman koy bi nahi dekhe tho bi chalegi meri film bolke bola,-1
926,Isliye ye salman kutte film koy musalman math dekho,-1
927,Sllam bhai jaan EIDmubarakh.,0
928,har saal eid me ana dhoom machake jana,1
929,nice bhai mai jarur aaunga,1
930,Yhe special song 4 eid .....yhe party meri taraf se,1
931,bhak chutiya sala bhosrdi k shar gairat naam ki koi chiz nhi kya re tujme,-1
932,aliya zain ko kisi ne dekha h kya ??,0
933,Slman kya tm waqai musalman ho agr ho tu muslmano ke naam pr dhbba ho,-1
934,yes yes yes aap log sahi bolre ho,1
935,Dektha hun kaise release karega movie,-1
936,chup baith zaleel tu musalman nahi hai aur tu ek c***tiya hai mada****d,-1
937,Iski ma chod do salman ki,-1
938,sala musalman ke naam par kalank hai ye sale tune muslim ke liye kiya hi kya hai or jo kar raha hai tu us se bhi jal raha hai,-1
939,Kutty sharam tou hai nhi tujh mai zalill insaan,-1
940,Enka koi eman dharm nahi hai,-1
941,bhosdiwalo bhai ke khilaf kuch galt mat bolo tumhari life jhand krdunga me mc harami log,-1
942,Tum kafar ho,-1
943,salo yha kyu apni maiya thukwa rahe ho.. sale chutiye bhaag jao.. ni to ga**nd paad dunga,-1
944,Tume ka firAlha se daro salman idar maza lelo akhirat me bahut tadpa tadpa ke marega,-1
945,ye bhosdiwale bhagne vale nhi bc mc harami sale suwar ki olad,-1
946,Eid ki party kahape milu bhai,0
947,bohat acha song h bhai jaan aap bohat jyda smart ho.,1
948,bhaijan eid mubarak,0
949,thnks alot sallu,1
950,Chor hai madarchod salman,-1
951,Koi nhe dekhega es tere mivie,-1
952,hindu Muslim ke naam pe paisa kama raha hai salman khan.. shame..,-1
953,bhai eid ka gift nhi doge,0
954,agar sachhe muslman ho to eid ke din is kutte ki film mat dekhna.,-1
955,Yehi sahi waqt hai jab hamara imaan azmaaya jayega,0
956,Kafir ki aulad mai teri movi nhi dekhunga....,-1
957,waise bhi bete hm bs yaha ana bs kam kiye hai warna hm aksar yahi raha karte the,0
958,Salman bhai mujhe bhi aana hai,0
959,wâ€¦ise tu boli nai ki hai kaha se,0
960,Aap ka bhi insaf honga. yaha nahi to waha honga. . inshallha,0
961,sandhya slman bat nai karega,0
962,Alisha sallu hat ni aane vala the sapne dekhna band karo,0
963,Or me bhi indian hu kon hota he ye jo musalman ko gali de or khud ko musalman kehta he jaheel,-1
964,yeh chutye ko leker jaker bathroom mein bandh karo re,-1
965,sallu is bst,1
966,Taiyar hai bhai jan,1
967,Salman muzhe mere sawal ka jawab cahiye hum nich to tu kon akher tu bhi muslim h na most reply,-1
968,Nich musalman kis ko bola pehle apne aap ko dekh tu aaj jaha par hai un musamano ki vajah se hai. Samga.hamko dhamki deta hai kon dekhna chahega ye sadi movie,-1
969,Weat karna padega,0
970,Ap sache wale being human ho bus apki yahi bt sabse Alag h...ap Surat se kuch Jada smart nhi PR dil se ess pure Bollywood m sundar ho....saf pakk dil h apke pass Jo etni dou,1
971,Agar ek Muslim hoker iman ke saath gaddari kartha hai use support karnewala usse bada kuffar koyee nahi .pahale unku dawath do jo us darinda ko support kartha ho kaho ki Islam kya,-1
972,bahut pyaar h aap nhi samjhoge,1
973,Abhi easvariya ka bhut utra hi ni he to tumko kaha se milega,0
974,Tu dil hai tu jaan hai..mera salman hai,1
975,o ja gashti k bachey musalman ho k hindu bna hai lanat tere pe,-1
976,Teri party tujhe hi mubarak humare liye Allah hi kaafi h,0
977,mai chahthi hu kya ki bajrangi bhaijaan film flap hona pukka,-1
978,Bajarangi film flop hogiii salman ki. Maaa bahen hoo gii saaaalaaaa chotiya,-1
979,aabki baat 800cr par bajrangi bhaijaan (y),1
980,awsome song bhaijan...,1
981,"yes, lv u sallu bhaijaan...",1
982,Sir ji apni kise s wada keya hi,0
983,Lanat ho bajrangi shaitan par lanti slman,-1
984,hume bhi party chahiye,0
985,flop movie kutta salman,-1
986,Yes I'm ready u luk so handsome bhagwaan aapko buri nazar se bachaaye,1
987,salman tujhe to alha ka brkt h ..jo tme kharab bole uske ghrme jurjate h ( thats means haram khor ka khandan ) ok,1
